"ccode","irst.1990","irst.1991","irst.1992","irst.1993","irst.1994","irst.1995","irst.1996","irst.1997","irst.1998","irst.1999","irst.2000","irst.2001","irst.2002","irst.2003","irst.2004","irst.2005","irst.2006","irst.2007","milex.1990","milex.1991","milex.1992","milex.1993","milex.1994","milex.1995","milex.1996","milex.1997","milex.1998","milex.1999","milex.2000","milex.2001","milex.2002","milex.2003","milex.2004","milex.2005","milex.2006","milex.2007","milper.1990","milper.1991","milper.1992","milper.1993","milper.1994","milper.1995","milper.1996","milper.1997","milper.1998","milper.1999","milper.2000","milper.2001","milper.2002","milper.2003","milper.2004","milper.2005","milper.2006","milper.2007","pec.1990","pec.1991","pec.1992","pec.1993","pec.1994","pec.1995","pec.1996","pec.1997","pec.1998","pec.1999","pec.2000","pec.2001","pec.2002","pec.2003","pec.2004","pec.2005","pec.2006","pec.2007","tpop.1990","tpop.1991","tpop.1992","tpop.1993","tpop.1994","tpop.1995","tpop.1996","tpop.1997","tpop.1998","tpop.1999","tpop.2000","tpop.2001","tpop.2002","tpop.2003","tpop.2004","tpop.2005","tpop.2006","tpop.2007","upop.1990","upop.1991","upop.1992","upop.1993","upop.1994","upop.1995","upop.1996","upop.1997","upop.1998","upop.1999","upop.2000","upop.2001","upop.2002","upop.2003","upop.2004","upop.2005","upop.2006","upop.2007"
221,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,329.7078,320.3675,345.5965,377.2726,363.4572,391.1125,382.6823,404.2908,376.2524,378.9584,395.3127,400.6518,392.1267,393.7506,381.2702,-9,-9,-9,31,31,32,32,32,33,33,34,32,32,32,32,32,33,33,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.69954,124.2568,106.8072,113.6927,121.4597,120.8588,122.5931,121.5985,124.3794,149.9188,152.5792,133.3671,133.4817,133.9574,138.5247,139.1638,145.8209,141.1175,29,29,30,30,31,31,31,32,32,32,33,33,34,34,34,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1105,955,1050,1260,1098,739,700,789,800,800,1000,1000,1000,1000,1000,1158,1252,1264,4100000,3800000,3700000,3969000,4200000,4952000,4672000,3837000,3700000,3108000,2924000,2840000,3016000,3486000,3651000,3606000,3473000,3526000,22,22,31,35,39,39,39,39,39,39,28,27,28,28,16,4,4,4,22012.74,29136.07,24476.66,26293.34,27402.89,27450.54,27967.05,27806.84,27635.55,33469.36,33216.02,29231.65,28600.41,28915.09,30108.75,29570.32,31180.69,30445.09,6712,6800,6875,6938,6994,7041,7072,7089,7299,7344,7386,7227,7285,7339,7390,7437,7484,7551,934,939,987,1036,1084,1083,1231,1147,1063,1015,966,918,920,923,925,928,930,931
230,12658,12700,12161,12858,13445,13802,12154,13683,14827,14882,15874,16504,16408,16286,17621,17826,18391,18999,8540000,8260000,7680000,7700000,7558000,8652000,8802000,7671000,7522000,7227000,7063000,6938000,9019000,10883000,12746000,13121000,14385000,17495000,263,246,198,204,213,210,203,197,189,155,166,144,178,151,149,147,147,147,309644.9,318452.9,337723.9,324266.1,336198.5,351392.5,349919,362194.3,385501.3,408883,419100.1,421212.3,454358.3,465921.2,502417.2,528322.4,535789.6,528768.8,38959,38920,39008,39086,39149,39210,39270,39323,39628,39634,39630,40721,41314,42005,42692,43398,44068,44874,15676,16320,15951,15581,15212,14843,14474,14104,13735,13366,12996,12627,13808,14988,16169,17349,18530,18752
232,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,-9,0.5236458,0.7480654,55.77816,55.40965,56.02383,57.25218,59.0048,61.35095,64.69002,67.58669,71.15096,77.33569,77.47423,79.59314,87.94115,-9,-9,-9,63,65,68,71,74,72,75,78,66,66,70,75,79,80,82,-9,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,717,547,749,775,749,828,857,905,936,1044,1088,728,920,1000,1400,1400,1400,1400,1540000,1430000,1660000,2192000,2212000,2670000,2657000,2388000,2382000,2302000,2221000,2226000,1964000,2380000,2866000,3159000,3143000,3389000,87,86,80,68,122,78,73,72,71,71,45,44,44,45,44,44,45,44,59747.62,53955.05,71785.99,61922.32,75320,74683.55,68741.63,75362.41,76346.09,84241.6,79988.84,79011.12,84712,92017.21,97611.62,99221.84,100254.6,91873.8,9899,9871,9867,9881,9902,9916,9927,9802,9869,9873,9875,10293,10368,10441,10502,10549,10584,10608,1103,1099,1148,1196,1245,1293,1269,1245,1335,1426,1516,1606,808,183621,953,937,920,903
255,38434,42169,39711,37625,40837,42051,39793,45007,44046,42062,46376,44803,45015,44809,46374,44524,47224,48550,37200000,32300000,33380000,36700000,35300000,41157000,39828000,33217000,33802000,31182000,27924000,26902000,29404000,35295000,38263000,38250000,37956000,42108000,545,457,442,398,362,352,339,335,333,331,221,308,296,284,284,284,285,246,3253.104,914278.9,922629.1,947066.4,982769.2,966175.9,1052330,1028188,1046627,1026856,1029801,1062277,1082139,1131061,1181726,1181235,1185724,1158061,79402,79984,80570,81187,81422,81661,81896,82071,82133,82178,82220,82340,82482,82520,82501,82464,82366,82263,25673,25888,25928,25968,25933,25823,25731,25468,25386,25304,25324,25345,25365,25385,25405,25383,25360,25337
260,38433,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,35610000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,545,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,712644.1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,63253,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21254,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
265,5339,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,137,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,279438.4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,16247,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4403,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
290,13644,10440,9864,9936,11113,11890,10432,11585,9915,8848,10498,8809,8368,9107,10593,8444,10008,10632,2540000,2610000,1900000,2200000,2300000,2753000,3730000,3073000,3491000,3222000,3092000,3408000,3574000,3977000,4630000,5545000,6136000,7983000,313,305,270,260,255,250,235,230,230,187,217,206,163,163,152,141,142,142,278184.4,250525.1,258092.6,264138.5,244966.2,255766.7,266169.7,263701.2,254220.7,250544.7,254250.5,256431.3,257804.4,263883.8,259300.9,267711.3,285110.8,283601.5,38119,38245,38365,38459,38544,38588,38618,38650,38718,38740,38765,38251,38232,38195,38180,38161,38132,38116,11778,11774,11815,11849,11758,11668,11579,11565,11528,11495,11418,11341,11264,11239,11145,11098,11051,11017
305,4548,4404,3936,4152,4399,4990,4442,5181,5282,5202,5707,5869,6189,6261,6530,7031,7129,7578,1540000,1680000,1660000,1730000,1600000,2129000,2098000,1786000,1796000,1696000,1612000,1417000,1532000,1958000,2250000,2263000,2630000,3603000,43,44,52,52,45,45,45,48,60,49,40,35,35,35,37,39,40,40,49169.53,74388.53,51444.36,51750.79,51558.37,59438.76,64134.86,63872.29,64325.2,61775.63,61143.01,62276.64,63252.91,74279.91,75509.98,78883.72,78538.18,78155.16,7729,7813,7914,7991,8030,8047,8058,8072,8140,8177,8211,8043,8084,8118,8175,8233,8282,8315,2272,2267,2261,2256,2251,2246,2241,2236,2231,2226,2221,2216,2272,2328,2384,2440,2350,2367
310,2730,1900,1541,1752,1938,1861,1872,1690,1816,1813,1871,1956,2053,1989,1952,1960,2084,2227,1450000,1240000,816800,702200,770000,613000,713000,666000,673000,768000,805000,909000,1088000,1403000,1531000,1601000,1413000,1530000,94,87,78,65,60,60,50,50,43,51,44,34,33,33,32,32,32,32,56703.26,56915.13,51951.1,54941.29,52515.25,58753.97,65971.04,65291.69,64908.58,65014.3,63634.31,67822.6,69976.82,76096.78,72676.34,77609.55,75078.57,70102.95,10365,10346,10324,10294,10261,10229,10193,10153,10116,10076,10036,10188,10159,10130,10107,10087,10071,10056,3225,3230,3207,3185,3162,3094,3066,3032,3001,2970,2947,2924,2897,2873,2857,2850,2850,2855
315,14880,12072,7349,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4320000,946400,954000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,198,154,154,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,203361.3,183942.9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,15661,15583,15731,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3208,3193,3193,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
316,-9,-9,-9,6732,7085,7184,6509,6750,6498,5616,6216,6316,6512,6783,7033,6189,6862,7059,-9,-9,-9,808500,770300,1120000,1176000,987000,1178000,1115000,1148000,1167000,1482000,1906000,1984000,2216000,2408000,2669000,-9,-9,-9,107,90,68,62,55,56,54,58,54,49,57,39,22,22,25,-9,-9,-9,88779.21,80477.65,82978.02,92349.05,89724.53,88251.13,82505.7,86323.75,88008.41,87840.56,90431.64,89069.01,91362.74,93163.52,88813.6,-9,-9,-9,10331,10336,10331,10315,10304,10282,10262,10244,10224,10201,10202,10207,10234,10287,10344,-9,-9,-9,2517,2413,2403,2393,2383,2387,2172,2160,2147,2610,2114,2396,2117,2122,2127
317,-9,-9,-9,3922,3948,3975,3602,3835,3428,3569,3733,3989,4275,4588,4454,4485,5309,5089,-9,-9,-9,348000,315200,455000,469000,414000,423000,305000,342000,386000,464000,626000,730000,824000,917000,1352000,-9,-9,-9,33,47,47,46,44,37,36,39,45,26,22,21,20,20,15,-9,-9,-9,47650.63,48306.32,52704.25,46094.79,46007.3,47951.79,55239.66,56619.71,58271.51,57605.11,57094.52,57903.14,60235,56864.74,55835.73,-9,-9,-9,5325,5347,5364,5374,5383,5377,5382,5387,5380,5379,5379,5383,5387,5391,5398,-9,-9,-9,676,683,691,693,692,691,682,674,665,663,662,660,660,661,661
325,25452,25032,24744,25848,26151,27766,23910,25842,25714,24878,26759,26545,26066,27058,28604,29350,31624,31553,19580000,19720000,19890000,20570000,16100000,19376000,23947000,22724000,23943000,22664000,20488000,20966000,24422000,30449000,34345000,33699000,33289000,37770000,493,473,471,450,436,435,431,419,402,391,251,230,216,200,195,191,191,191,514417.8,567651.3,557112.1,552665.9,532629.1,543976.5,566866.8,592908.9,636018.6,651821.9,686575.2,686652.4,695458.4,736993.4,779010.9,801647.6,794554.1,789989.8,57661,56751,56859,57049,57204,57301,57380,57523,57369,57343,57298,56977,57157,57605,58175,58607,58941,59375,14688,14527,14366,14204,14043,13882,13721,13560,13399,13237,13076,12915,13089,13262,13454,13540,13608,13608
331,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-9,235.056,232.5016,232.7762,239.241,249.2379,270.9726,290.5878,297.761,325.5511,337.4332,340.6903,371.0235,388.3338,424.0291,417.8955,425.7629,-9,-9,24,24,25,25,25,26,26,26,27,28,-9,29,29,31,31,32,-9,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21190,21790,27000,21000,28000,32000,34000,31000,30000,27000,27000,24000,33000,41000,52000,49000,46000,44000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,457.106,473.8824,479.8835,484.2837,490.0038,500.4979,513.5408,517.0082,211.4209,227.7673,235.4966,238.7059,252.0887,274.7165,272.2118,275.1567,277.73,282.0292,354,358,361,365,368,371,373,375,384,386,389,385,387,399,401,404,406,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,143,28,20,19,19,22,23,22,22,16,5,80,140,140,143,145,206,263,171200,103190,34700,105000,97500,89000,103000,94000,102000,140000,113000,106000,59000,76000,105000,116000,141000,198000,48,40,65,65,65,52,52,52,20,18,54,27,27,22,21,21,22,11,4462.339,3068.055,2411.6,2087.495,1833.655,2104.985,2387.619,2013.111,1943.257,2130.491,1892.621,1679.702,2122.905,2273.791,2388,2412.401,2433.369,2233.675,3256,3255,3363,3485,3547,3609,3650,3731,3119,3113,3113,3074,3093,3111,3127,3142,3151,3161,244,255,267,278,290,301,313,324,336,347,359,370,382,393,403,413,423,434
341,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,174,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,53000,59000,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,7,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1499.688,1242.155,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,624,626,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
343,-9,-9,-9,137,67,33,2,19,45,45,161,260,260,305,309,310,354,359,-9,-9,-9,30000,35741,42580,50728,60435,72000,67000,71000,73000,125000,137000,136000,128000,134000,157000,-9,-9,-9,10,10,16,15,15,15,16,16,16,12,13,11,10,11,11,-9,-9,-9,5545.368,4343.167,4440.317,5176.449,4651.161,5991.896,5508.274,5902.857,5649.773,5066.458,5818.411,5786.683,5992.644,6030.73,5971.662,-9,-9,-9,2115,2137,1963,2174,2190,1999,2011,2024,2035,2031,2027,2033,2037,2040,2044,-9,-9,-9,393,430,435,439,444,449,453,458,462,467,481,495,508,522,631
344,-9,-9,102,74,63,45,46,69,101,74,71,58,34,41,86,73,81,75,-9,-9,561000,1340000,1e+06,1773000,1308000,1241000,1089000,662000,509000,512000,553000,596000,606000,6e+05,693000,843000,-9,-9,103,80,70,60,58,58,58,60,61,58,51,21,20,20,21,21,-9,-9,13126.24,14869.94,14685.51,15265.45,15296.84,15586.25,15633.01,16096.94,15687.68,15650.21,15795.83,16153.55,17047.99,16540.38,16095.96,16893.04,-9,-9,4470,4641,4649,4669,4494,4498,4481,4477,4473,4440,4440,4440,4439,4442,4440,4436,-9,-9,1166,1149,1132,1114,1097,1080,1063,1045,1028,1011,1011,1012,1012,1015,1018,1021
345,3576,2200,667,181,139,182,689,1025,980,230,696,595,591,711,1175,1292,0,0,3520000,3490000,1300000,-9,2979000,3111000,1502000,1489000,1585000,1654000,1826000,609000,645000,631000,740000,634000,812000,985000,180,169,137,100,130,130,105,115,105,105,98,106,74,74,69,65,65,40,125899.6,100522.7,28328.34,25343.27,24465.46,26277.66,29108.56,31458.9,31179.66,24139.98,26558.76,29210.59,30769.04,31619.41,33377.87,30646.06,30494.63,30643.73,23818,23931,10448,10482,10516,10547,10574,10597,10635,10637,10640,10640,8114,8153,8147,7780,7412,7382,2148,1954,2381,2809,3236,3663,4091,4518,3638,3251,2864,2476,2089,2064,2040,2015,1990,1998
346,-9,-9,261,174,116,78,52,72,75,60,77,84,70,70,76,269,490,533,-9,-9,850000,876000,916000,6e+05,255000,327000,405000,365000,164000,141000,185000,155000,204000,175000,179000,196000,-9,-9,60,60,70,100,90,40,30,30,30,24,20,19,21,24,12,12,-9,-9,2370.332,1728.289,1977.796,1888.529,2894.915,5718.662,7080.017,8065.16,9457.726,8161.362,8879.389,8996.866,9945.162,10692.44,11227.18,11442.98,-9,-9,4409,4434,4459,4484,4510,3784,3675,3839,3972,3798,3828,3832,3843,3843,3843,3843,-9,-9,559,560,561,562,562,563,564,565,566,567,576,585,595,601,608,614
349,-9,-9,392,349,424,394,314,373,405,405,519,462,481,541,566,583,628,638,-9,-9,340900,-9,296000,277000,231000,329000,323000,337000,273000,277000,275000,378000,494000,516000,629000,741000,-9,-9,15,12,17,10,10,10,10,10,9,8,9,6,6,6,7,7,-9,-9,6769.117,6240.724,6053.672,6643.318,6521.338,7191.044,6983.941,6857.769,6714.266,6489.766,7132.538,7250.248,7453.476,7450.328,7390.403,7383.725,-9,-9,1996,1991,1989,1988,1991,1987,1993,1989,1986,1992,1996,1997,1997,2001,2009,2019,-9,-9,385,413,411,392,373,367,360,264,258,251,259,249,248,247,246,251
350,999,980,924,980,848,939,848,1016,1109,951,1088,1281,1835,1701,1967,2266,2416,2554,3920000,3980000,4400000,3861000,3300000,5056000,5700000,5552000,5951000,5206000,5528000,5517000,4571000,4845000,5940000,6786000,7286000,8653000,201,205,208,213,206,213,212,206,202,204,159,159,178,178,170,163,164,147,78787.88,80656.91,86795.67,77818.46,85233.02,89714.86,98570.6,94797.04,104513.1,101308.6,118238,118862.3,120010.3,124086.6,124879.5,121683.5,123742.4,121819.1,10161,10247,10322,10379,10426,10454,10475,10522,10600,10626,10645,10950,10988,11024,11062,11104,11149,11193,2075,2073,2071,2069,2067,2065,2064,2062,2060,2058,2056,2054,2063,2072,2081,2092,2104,2116
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304100,284500,477100,489000,511000,368000,487000,505000,509000,353000,361000,315000,246000,302000,228000,274000,240000,498000,10,10,10,10,10,10,10,10,12,14,10,10,10,10,10,10,10,10,1263.784,1363.9,1363.308,1468.093,1641.209,1510.026,1424.188,1845.029,1938.591,2103.799,2140.361,2154.922,2083.028,1954.59,983.1285,599.5065,635.4912,664.4106,681,693,706,718,726,733,738,766,771,778,786,701,710,721,737,758,771,784,298,297,306,316,325,335,344,346,347,349,355,360,365,371,376,381,386,391
355,2188,1615,1551,1941,2491,698,2457,2628,2242,1889,2002,1972,1860,2317,2106,1969,2101,1909,2010000,1790000,1310000,589900,586400,417000,373000,339000,406000,392000,343000,365000,397000,471000,623000,669000,703000,881000,129,107,99,52,80,90,80,80,75,70,80,77,68,51,51,51,51,51,102394.1,62934.07,48280.17,56695.32,52136.81,58647.27,58965.61,51741.52,47419.57,43150.71,43724.5,41097.53,39934.96,42626.7,42220.04,43945.62,45715.84,47466.88,8991,8982,8540,8472,8444,8406,8356,8306,8336,8279,8225,7913,7869,7824,7781,7740,7699,7660,2758,2757,2751,2724,2723,2718,2713,2279,2319,2359,2398,2438,2478,2386,2394,2401,2407,2412
359,-9,618,619,604,633,663,646,811,735,796,908,967,514,850,1012,1016,675,965,-9,875500,450000,88400,39000,45000,48000,53000,53000,27000,140000,147000,150000,150000,9000,10000,13000,19000,-9,-9,9,13,11,12,12,11,11,11,10,8,7,7,6,6,7,7,-9,0,9547.049,7747.4,7277.333,6900.657,7364.682,4507.236,3940.856,2995.959,2158.972,2257.459,2294.422,2555.089,2691.49,2926.434,2974.292,2687.448,-9,4363,4348,4348,4348,4348,4327,4312,4378,4380,4380,3631,3623,3613,3604,3595,3585,3577,-9,1150,1150,1082,1014,946,878,810,807,805,802,799,801,803,805,804,804,803
360,9761,7130,5736,5446,5800,6555,6082,6674,6393,4354,4672,4935,5491,5691,6042,6235,6266,6261,1570000,1150000,1700000,834000,729000,872000,762000,793000,905000,607000,940000,969000,1056000,1313000,1530000,1976000,2259000,3044000,126,201,172,200,200,200,200,200,200,170,207,103,99,104,100,97,97,70,194818.9,139820.9,104786.9,95937.54,98346.8,108371.1,108912.1,95093.55,88035.92,66968.05,67882.59,69577.77,79795.05,79133.16,81973.68,77892.52,80099.01,75813.91,23207,23185,22789,22755,22731,22681,22608,22565,22474,22402,22327,22408,21795,21734,21673,21624,21584,21538,6839,7028,7217,8800,7125,7143,7120,7015,6982,6962,6942,6922,6227,6603,6590,6576,6559,6443
365,154000,73000,62000,54000,48812,51589,49253,48502,43822,51510,59136,58970,59777,61450,65583,66146,70830,72387,128790000,133700000,47220000,29120000,96693000,8.2e+07,73990000,6.4e+07,57107000,56800000,5.2e+07,63684000,50800000,65200000,59600000,18768000,24577000,32215000,3400,3000,1900,1500,1400,1400,1300,1300,1000,900,1004,977,988,961,999,1037,1027,1027,2653776,2518253,1807684,1690865,1480145,1439690,1384603,1366511,1328259,1357860,1403714,1423353,1416402,1467472,1481736,1512436,1571583,1558502,281344,148245,148310,148146,147968,147774,147739,147105,147434,147196,146934,145976,145306,144566,143821,143114,142487,142115,111594,62371,62371,67957,66648,66598,66982,67365,66800,66234,66484,66734,66983,67233,67483,67733,67982,68232
366,-9,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,-9,-9,-9,-9,37300,77000,19900,75800,110000,65000,61000,71000,78000,92000,99000,172000,182000,205000,238000,344000,-9,-9,3,5,4,6,6,7,7,7,5,4,6,6,5,4,5,4,-9,0,12897.92,10078.89,9699.922,8948.184,9477.649,9612.106,8705.129,8612.397,8835.817,9094.304,8821.644,9815.813,10050.24,9787.398,9506.529,10783.09,-9,1566,1544,1517,1499,1484,1469,1455,1429,1412,1396,1364,1359,1354,1349,1346,1344,1342,-9,592,576,560,544,536,527,519,515,510,506,501,499,498,498,498,498,499
367,-9,374,246,300,332,279,293,465,472,482,498,515,520,520,662,688,690,696,-9,-9,39800,46100,51000,121000,139000,156000,40000,58000,71000,85000,113000,194000,176000,204000,318000,453000,-9,-9,5,5,6,7,7,5,5,5,5,6,6,5,5,5,5,5,-9,0,7176.435,5920.35,4990.735,4970.05,5372.461,5579.55,5266.589,4753.086,4811.684,5302,6357.567,6699.803,6728.955,6846.884,7024.49,6831.968,-9,2662,2632,2586,2548,2516,2491,2474,2424,2389,2357,2355,2339,2325,2313,2301,2288,2276,-9,1151,1139,1117,1071,1055,1059,928,917,907,887,866,856,850,844,840,834,827
368,-9,3,3,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9,0,0,-9,-9,55200,73200,64000,115000,128000,135000,139000,107000,199000,211000,248000,337000,310000,305000,353000,447000,-9,-9,10,10,10,12,12,12,12,12,13,12,14,13,13,13,14,12,-9,3888.78,17259.85,16459,14149.48,13902.95,15376.41,16309.1,18043.56,14735.24,15227,18268.42,18994.62,20552.41,22636.89,23084.22,21406.29,17463.78,-9,3742,3742,3730,3721,3715,3710,3706,3694,3682,3670,3481,3469,3454,3436,3414,3394,3376,-9,1621,1619,1602,1572,1542,1512,1482,1479,1475,1421,1367,1361,1354,1345,1337,1332,1327
369,-9,45000,42000,33000,24081,22309,22332,25629,24445,27453,31767,33108,34050,36932,38738,38641,40891,42830,-9,4530000,5300000,1445000,1098000,1005000,1286000,1324000,1415000,1437000,5100000,4899000,5500000,5500000,1013000,1080000,1269000,1802000,-9,-9,438,510,495,476,476,450,365,340,304,304,302,296,241,187,188,188,-9,0,735392.3,607382.8,483485,509113.3,492140.3,448904.9,418569.1,408169.2,402060.7,399567.8,398278.1,418482.7,514932.9,434080.6,390201.8,391158.7,-9,52000,52150,52179,51921,51277,51094,50698,50861,50658,50456,48923,48457,48003,47622,47821,46930,46646,-9,19913,20308,20222,20136,20049,19963,18989,18014,19204,18729,18253,18197,18141,18084,18028,17997,17965
370,-9,1123,1105,946,880,744,886,1219,1412,1448,1502,1486,1484,1591,1792,2027,2324,2410,-9,-9,1647000,931000,430000,496000,501000,451000,471000,466000,2100000,1960000,2400000,2400000,219000,324000,466000,572000,-9,-9,102,115,75,75,75,-9,-9,81,83,83,80,73,72,72,73,73,-9,314.7307,172226.8,135955.5,121344.7,117407.1,119316.6,126289,126249.6,98631.86,103020.6,138470,147801.6,154197.2,172418.1,180663.7,189354.5,185988.5,-9,10271,10313,10356,10308,10281,10250,10215,10315,10274,10236,9971,9925,9874,9825,9775,9733,9702,-9,4141,4141,4494,4398,4302,4206,5594,2851,4648,4702,4528,4354,4181,4007,3833,3659,3667
371,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,147000,75000,151000,-9,79000,125000,138000,151000,159000,690000,637000,7e+05,7e+05,98000,125000,184000,296000,-9,-9,20,21,45,60,60,60,50,50,41,42,44,45,46,48,48,44,-9,0,3809.994,2517.194,2384.531,2888.06,2790.462,3077.896,3125.89,2745.954,2979.544,2915.697,2564.719,2769.243,2967.147,3427.347,3497.387,3969.697,-9,3612,3686,3731,3746,3759,3764,3642,3536,3525,3520,3214,3212,3211,3214,3218,3221,3227,-9,1325,1354,1419,1487,1558,1633,1635,1637,1545,1454,1362,1361,1359,1358,1358,1358,1359
372,-9,526,529,215,141,84,83,104,56,7,7,7,-9,-9,-9,-9,-9,-9,-9,-9,850000,-9,108000,106000,110000,109000,112000,111000,290000,265000,350000,350000,84000,214000,339000,573000,-9,-9,25,7,7,5,5,11,16,14,27,17,18,18,14,11,11,11,-9,7942,23069.33,7709.354,5963.456,3035.296,2728.629,2915.682,3038.644,2956.843,3231.392,2974.955,3936.507,4168.373,4298.026,4587.681,4514.797,4775.092,-9,5464,5455,5440,5426,5417,5411,5434,5059,5006,4968,4386,4357,4329,4318,4361,4398,4388,-9,1923,1886,1849,1812,1775,1738,1701,1664,1627,1590,1553,1516,1479,1494,1509,1523,1538
373,-9,384,385,236,40,20,20,25,8,8,8,8,-9,-9,-9,-9,300,150,-9,302500,189860,128000,132000,107000,133000,146000,197000,203000,830000,833000,9e+05,950000,245000,314000,658000,936000,-9,-9,43,45,50,78,80,75,70,75,72,72,72,66,66,66,67,67,-9,0,43463.18,29713.54,30997.93,26502.32,24897.23,24188.11,24385.77,22975.37,23334.03,24597.37,25357.91,25944.88,27416.57,29097.54,30517.89,30150.84,-9,7187,7297,7368,7431,7487,7574,7625,7669,7697,7734,8111,8172,8234,8307,8392,8485,8581,-9,1665,1665,1773,1888,2010,2140,2279,2328,2376,2392,2408,2414,2427,2443,2466,2489,2512
375,2840,2873,3062,3239,3420,3176,3301,3734,3952,3956,4096,3938,4003,4766,4832,4738,5054,4431,1940000,2200000,2300000,2100000,1998000,2385000,2255000,1956000,1929000,1644000,1560000,1432000,1847000,2300000,2515000,2758000,2750000,3151000,31,32,33,31,35,32,35,35,35,35,32,32,32,27,27,28,28,29,83710.44,86524.67,80503.66,61719.95,69718.37,65296.91,71606.61,71846.55,70006.16,101581.3,96437.19,82338.57,112753.4,128287.4,124003.1,105672.6,121728.9,123008.5,4986,5014,5042,5066,5088,5108,5125,5140,5154,5165,5176,5188,5201,5213,5228,5246,5266,5289,1250,1255,1260,1270,1304,1339,1818,1376,1403,1411,1426,1442,1457,1466,1473,1482,1495,1507
